_id,date,center_name,attendance_count
53960992,2013-07-09,Ammon Community Center,21
53960993,2013-07-09,Arlington Community Center,35
53960994,2013-07-09,Jefferson Community Center,21
53960995,2013-07-09,Brookline Community Center,323
53960996,2013-07-09,Magee Community Center,15
53960997,2013-07-09,Ormsby Community Center,23
53960998,2013-07-09,West Penn Community Center,52
53960999,2013-07-09,Warrington Community Center,20
53961000,2013-07-08,Phillips Community Center,68
53961001,2013-07-08,Arlington Community Center,14
53961002,2013-07-08,Ammon Community Center,12
53961003,2013-07-08,Brookline Community Center,252
53961004,2013-07-08,Jefferson Community Center,40
53961005,2013-07-08,Magee Community Center,7
53961006,2013-07-08,Ormsby Community Center,21
53961007,2013-07-08,Warrington Community Center,31
53961008,2013-07-08,West Penn Community Center,45
53961009,2013-07-06,Phillips Community Center,40
53961010,2013-07-06,Brookline Community Center,184
53961011,2013-07-06,Ormsby Community Center,14
53961012,2013-07-06,West Penn Community Center,13
53961013,2013-07-06,Warrington Community Center,10
53961014,2013-07-05,Phillips Community Center,66
53961015,2013-07-05,Ammon Community Center,10
53961016,2013-07-05,Arlington Community Center,23
53961017,2013-07-05,Brookline Community Center,176
53961018,2013-07-05,Jefferson Community Center,28
53961019,2013-07-05,Magee Community Center,7
53961020,2013-07-05,Ormsby Community Center,17
53961021,2013-07-05,Paulson Community Center,7
53961022,2013-07-05,Warrington Community Center,12
53961023,2013-07-05,West Penn Community Center,46
53961024,2013-07-03,Phillips Community Center,153
53961025,2013-07-03,Ammon Community Center,16
53961026,2013-07-03,Jefferson Community Center,10
53961027,2013-07-03,Brookline Community Center,273
53961028,2013-07-03,Magee Community Center,2
53961029,2013-07-03,Paulson Community Center,43
53961030,2013-07-03,Ormsby Community Center,19
53961031,2013-07-03,West Penn Community Center,50
53961032,2013-07-03,Warrington Community Center,52
53961033,2013-07-02,Phillips Community Center,130
53961034,2013-07-02,Ammon Community Center,25
53961035,2013-07-02,Brookline Community Center,265
53961036,2013-07-02,Jefferson Community Center,4
53961037,2013-07-02,Magee Community Center,2
53961038,2013-07-02,Ormsby Community Center,35
53961039,2013-07-02,Paulson Community Center,60
53961040,2013-07-02,Warrington Community Center,63
53961041,2013-07-02,West Penn Community Center,56
53961042,2013-07-01,Phillips Community Center,122
53961043,2013-07-01,Ammon Community Center,16
53961044,2013-07-01,Arlington Community Center,19
53961045,2013-07-01,Brookline Community Center,328
53961046,2013-07-01,Magee Community Center,8
53961047,2013-07-01,Paulson Community Center,71
53961048,2013-07-01,Ormsby Community Center,20
53961049,2013-07-01,West Penn Community Center,66
53961050,2013-07-01,Warrington Community Center,39
53961051,2013-06-29,Phillips Community Center,38
53961052,2013-06-29,Brookline Community Center,88
53961053,2013-06-29,Magee Community Center,2
53961054,2013-06-29,West Penn Community Center,184
53961055,2013-06-28,Phillips Community Center,113
53961056,2013-06-28,Paulson Field,37
53961057,2013-06-28,Arlington Community Center,26
53961058,2013-06-28,Ammon Community Center,23
53961059,2013-06-28,Brookline Community Center,195
53961060,2013-06-28,Ormsby Community Center,5
53961061,2013-06-28,West Penn Community Center,36
53961062,2013-06-28,Warrington Community Center,21
53961063,2013-06-27,Phillips Community Center,120
53961064,2013-06-27,Ammon Community Center,80
53961065,2013-06-27,Brookline Community Center,308
53961066,2013-06-27,Magee Community Center,8
53961067,2013-06-27,Paulson Community Center,77
53961068,2013-06-27,Warrington Community Center,28
53961069,2013-06-27,West Penn Community Center,131
53961070,2013-06-26,Phillips Community Center,110
53961071,2013-06-26,Arlington Community Center,30
53961072,2013-06-26,Brookline Community Center,253
53961073,2013-06-26,Magee Community Center,5
53961074,2013-06-26,Paulson Community Center,91
53961075,2013-06-26,West Penn Community Center,87
53961076,2013-06-26,Warrington Community Center,35
53961077,2013-06-25,Phillips Community Center,87
53961078,2013-06-25,Brookline Community Center,224
53961079,2013-06-25,Magee Community Center,62
53961080,2013-06-25,Paulson Community Center,53
53961081,2013-06-25,Ormsby Community Center,18
53961082,2013-06-25,Warrington Community Center,26
53961083,2013-06-25,West Penn Community Center,47
53961084,2013-06-24,Phillips Community Center,107
53961085,2013-06-24,Arlington Community Center,25
53961086,2013-06-24,Ammon Community Center,24
53961087,2013-06-24,Brookline Community Center,271
53961088,2013-06-24,Magee Community Center,97
53961089,2013-06-24,Ormsby Community Center,21
53961090,2013-06-24,Paulson Community Center,60
53961091,2013-06-24,West Penn Community Center,48
53961092,2013-06-24,Warrington Community Center,41
53961093,2013-06-22,Phillips Community Center,30
53961094,2013-06-22,Brookline Community Center,105
53961095,2013-06-22,Ormsby Community Center,7
53961096,2013-06-22,Warrington Community Center,9
53961097,2013-06-22,West Penn Community Center,13
53961098,2013-06-21,Phillips Community Center,119
53961099,2013-06-21,Ammon Community Center,36
53961100,2013-06-21,Arlington Community Center,31
53961101,2013-06-21,Brookline Community Center,125
53961102,2013-06-21,Magee Community Center,3
53961103,2013-06-21,Paulson Community Center,41
53961104,2013-06-21,West Penn Community Center,29
53961105,2013-06-21,Warrington Community Center,24
53961106,2013-06-20,Phillips Community Center,150
53961107,2013-06-20,Arlington Community Center,43
53961108,2013-06-20,Ammon Community Center,21
53961109,2013-06-20,Brookline Community Center,287
53961110,2013-06-20,Magee Community Center,32
53961111,2013-06-20,Paulson Community Center,53
53961112,2013-06-20,Ormsby Community Center,50
53961113,2013-06-20,Warrington Community Center,18
53961114,2013-06-20,West Penn Community Center,40
53961115,2013-06-19,Phillips Community Center,91
53961116,2013-06-19,Ammon Community Center,47
53961117,2013-06-19,Arlington Community Center,50
53961118,2013-06-19,Brookline Community Center,202
53961119,2013-06-19,Magee Community Center,7
53961120,2013-06-19,Paulson Community Center,28
53961121,2013-06-19,West Penn Community Center,103
53961122,2013-06-19,Warrington Community Center,30
53961123,2013-06-18,Phillips Community Center,116
53961124,2013-06-18,Arlington Community Center,64
53961125,2013-06-18,Ammon Community Center,33
53961126,2013-06-18,Brookline Community Center,264
53961127,2013-06-18,Magee Community Center,11
53961128,2013-06-18,Paulson Community Center,77
53961129,2013-06-18,Ormsby Community Center,52
53961130,2013-06-18,Warrington Community Center,68
53961131,2013-06-18,West Penn Community Center,85
53961132,2013-06-17,Phillips Community Center,90
53961133,2013-06-17,Ammon Community Center,20
53961134,2013-06-17,Arlington Community Center,55
53961135,2013-06-17,Brookline Community Center,308
53961136,2013-06-17,Magee Community Center,9
53961137,2013-06-17,Ormsby Community Center,31
53961138,2013-06-17,Paulson Community Center,23
53961139,2013-06-17,West Penn Community Center,73
53961140,2013-06-17,Warrington Community Center,36
53961141,2013-06-15,Phillips Community Center,21
53961142,2013-06-15,Brookline Community Center,175
53961143,2013-06-15,Ormsby Community Center,10
53961144,2013-06-15,Warrington Community Center,7
53961145,2013-06-15,West Penn Community Center,126
53961146,2013-06-14,Phillips Community Center,35
53961147,2013-06-14,Arlington Community Center,54
53961148,2013-06-14,Ammon Community Center,13
53961149,2013-06-14,Brookline Community Center,130
53961150,2013-06-14,Magee Community Center,5
53961151,2013-06-14,Ormsby Community Center,14
53961152,2013-06-14,Paulson Community Center,37
53961153,2013-06-14,West Penn Community Center,79
53961154,2013-06-14,Warrington Community Center,28
53961155,2013-06-13,Phillips Community Center,56
53961156,2013-06-13,Ammon Community Center,42
53961157,2013-06-13,Arlington Community Center,22
53961158,2013-06-13,Brookline Community Center,187
53961159,2013-06-13,Magee Community Center,6
53961160,2013-06-13,Paulson Community Center,51
53961161,2013-06-13,Ormsby Community Center,45
53961162,2013-06-13,Warrington Community Center,14
53961163,2013-06-13,West Penn Community Center,80
53961164,2013-06-12,Phillips Community Center,57
53961165,2013-06-12,Arlington Community Center,17
53961166,2013-06-12,Ammon Community Center,18
53961167,2013-06-12,Brookline Community Center,184
53961168,2013-06-12,Magee Community Center,14
53961169,2013-06-12,Paulson Community Center,45
53961170,2013-06-12,West Penn Community Center,94
53961171,2013-06-12,Warrington Community Center,44
53961172,2013-06-11,Phillips Community Center,26
53961173,2013-06-11,Ammon Community Center,34
53961174,2013-06-11,Arlington Community Center,168
53961175,2013-06-11,Brookline Community Center,205
53961176,2013-06-11,Jefferson Community Center,22
53961177,2013-06-11,Magee Community Center,10
53961178,2013-06-11,Paulson Community Center,29
53961179,2013-06-11,Ormsby Community Center,16
53961180,2013-06-11,Warrington Community Center,33
53961181,2013-06-11,West Penn Community Center,85
53961182,2013-06-10,Phillips Community Center,75
53961183,2013-06-10,Arlington Community Center,32
53961184,2013-06-10,Ammon Community Center,57
53961185,2013-06-10,Jefferson Community Center,26
53961186,2013-06-10,Brookline Community Center,228
53961187,2013-06-10,Magee Community Center,15
53961188,2013-06-10,Paulson Community Center,32
53961189,2013-06-10,West Penn Community Center,64
53961190,2013-06-10,Warrington Community Center,36
53961191,2013-06-08,Phillips Community Center,41
53961192,2013-06-08,Brookline Community Center,123
53961193,2013-06-08,Jefferson Community Center,7
53961194,2013-06-08,Magee Community Center,2
53961195,2013-06-08,Warrington Community Center,9
53961196,2013-06-08,West Penn Community Center,103
53961197,2013-06-07,Phillips Community Center,59
53961198,2013-06-07,Ammon Community Center,13
53961199,2013-06-07,Arlington Community Center,37
53961200,2013-06-07,Jefferson Community Center,20
53961201,2013-06-07,Brookline Community Center,192
53961202,2013-06-07,Magee Community Center,15
53961203,2013-06-07,Paulson Community Center,34
53961204,2013-06-07,Ormsby Community Center,19
53961205,2013-06-07,West Penn Community Center,74
53961206,2013-06-07,Warrington Community Center,20
53961207,2013-06-06,Phillips Community Center,32
53961208,2013-06-06,Arlington Community Center,136
53961209,2013-06-06,Ammon Community Center,24
53961210,2013-06-06,Brookline Community Center,71
53961211,2013-06-06,Jefferson Community Center,31
53961212,2013-06-06,Magee Community Center,16
53961213,2013-06-06,Ormsby Community Center,23
53961214,2013-06-06,Paulson Community Center,37
53961215,2013-06-06,Warrington Community Center,39
53961216,2013-06-06,West Penn Community Center,52
53961217,2013-06-05,Phillips Community Center,28
53961218,2013-06-05,Ammon Community Center,18
53961219,2013-06-05,Arlington Community Center,119
53961220,2013-06-05,Jefferson Community Center,26
53961221,2013-06-05,Brookline Community Center,181
53961222,2013-06-05,Paulson Community Center,33
53961223,2013-06-05,Ormsby Community Center,7
53961224,2013-06-05,West Penn Community Center,36
53961225,2013-06-05,Warrington Community Center,19
53961226,2013-06-04,Phillips Community Center,69
53961227,2013-06-04,Arlington Community Center,106
53961228,2013-06-04,Ammon Community Center,23
53961229,2013-06-04,Brookline Community Center,200
53961230,2013-06-04,Jefferson Community Center,32
53961231,2013-06-04,Magee Community Center,31
53961232,2013-06-04,Ormsby Community Center,74
53961233,2013-06-04,Paulson Community Center,25
53961234,2013-06-04,Warrington Community Center,26
53961235,2013-06-04,West Penn Community Center,70
53961236,2013-06-03,Phillips Community Center,46
53961237,2013-06-03,Ammon Community Center,27
53961238,2013-06-03,Arlington Community Center,43
53961239,2013-06-03,Jefferson Community Center,31
53961240,2013-06-03,Brookline Community Center,207
53961241,2013-06-03,Magee Community Center,13
53961242,2013-06-03,Paulson Community Center,31
53961243,2013-06-03,Ormsby Community Center,6
53961244,2013-06-03,West Penn Community Center,43
53961245,2013-06-03,Warrington Community Center,34
53961246,2013-06-01,Phillips Community Center,28
53961247,2013-06-01,Brookline Community Center,62
53961248,2013-06-01,Jefferson Community Center,7
53961249,2013-06-01,Warrington Community Center,15
53961250,2013-06-01,West Penn Community Center,159
53961251,2013-05-31,Phillips Community Center,109
53961252,2013-05-31,Jefferson Community Center,25
53961253,2013-05-31,Brookline Community Center,153
53961254,2013-05-31,Magee Community Center,15
53961255,2013-05-31,Ormsby Community Center,1
53961256,2013-05-31,Paulson Community Center,34
53961257,2013-05-31,West Penn Community Center,55
53961258,2013-05-31,Warrington Community Center,17
53961259,2013-05-30,Phillips Community Center,37
53961260,2013-05-30,Arlington Community Center,18
53961261,2013-05-30,Ammon Community Center,20
53961262,2013-05-30,Brookline Community Center,162
